number_of_reviews,minimum_nights,calculated_host_listings_count,room_type,price
0.5714285714285714,0.8571428571428572,0.13043478260869565,0.0,99
0.5714285714285714,0.14285714285714285,1.0,0.5,263
0.5714285714285714,0.0,0.009316770186335404,0.0,65
0.2857142857142857,0.14285714285714285,0.0,0.5,125
0.0,0.42857142857142855,0.006211180124223604,1.0,30
0.42857142857142855,0.2857142857142857,0.0,0.0,110
0.5714285714285714,0.2857142857142857,0.0,0.5,250
0.14285714285714285,0.0,0.08695652173913043,0.0,119
0.14285714285714285,0.2857142857142857,0.0031055900621118036,0.5,238
0.42857142857142855,0.0,0.009316770186335404,0.0,90
0.2857142857142857,0.14285714285714285,0.0,0.0,58
0.0,0.14285714285714285,0.0031055900621118036,0.0,35
0.0,0.8571428571428572,0.012422360248447204,0.0,40
0.0,0.8571428571428572,0.02484472049689441,0.0,169
0.42857142857142855,0.14285714285714285,0.006211180124223604,0.0,65
0.42857142857142855,0.14285714285714285,0.0,0.0,87
0.0,0.0,0.08695652173913043,0.5,179
1.0,0.0,0.0031055900621118036,0.5,50
0.0,0.8571428571428572,0.012422360248447204,0.0,80
0.0,0.14285714285714285,1.0,0.5,244
0.5714285714285714,0.8571428571428572,0.02484472049689441,0.0,35
0.8571428571428572,0.0,0.0,0.0,55
0.2857142857142857,0.2857142857142857,0.015527950310559004,0.0,50
1.0,0.14285714285714285,1.0,0.5,228
1.0,0.0,0.012422360248447204,0.0,85
0.14285714285714285,0.2857142857142857,0.0031055900621118036,0.0,136
0.7142857142857142,0.0,0.012422360248447204,1.0,85
0.42857142857142855,0.5714285714285714,0.006211180124223604,0.0,50
0.14285714285714285,0.0,0.0,0.0,95
0.14285714285714285,0.0,0.0031055900621118036,0.0,89
0.7142857142857142,0.5714285714285714,0.012422360248447204,0.0,180
0.14285714285714285,0.5714285714285714,0.0031055900621118036,0.5,199
0.2857142857142857,0.8571428571428572,0.009316770186335404,0.0,52
1.0,0.14285714285714285,1.0,0.5,205
0.7142857142857142,0.14285714285714285,1.0,0.5,229
